product_name,food_groups_en,nova_group,nutriscore_grade,nutriscore_score,ecoscore_grade,ecoscore_score,ingredients_text
Bâtonnets mix lait et fruits x 10,,4,c,7,b,74.0,"2 Bâtonnets de crème glacée à la vanille (50 %) enrobée de glace aux fruits à la fraise (50 %) : eau ; lait écrémé 22 % ; purée de fraises 15 % ; sucre ; crème 10 % ; lactose et protéines de lait ; denrées alimentaires colorantes : concentré de carotte, concentré de citrouille ; émulsifiant : E 471 ; stabilisants : farine de graines de caroube, gomme guar ; acidifiant : acide citrique ; arôme naturel de vanille. 2 Bâtonnets de crème glacée à la vanille (50 %) enrobée de glace aux fruits au citron vert (50 %) : eau ; lait écrémé 22 % ; sucre ; crème 10 % ; jus de citron vert 5 % ; lactose et protéines de lait ; émulsifiant : E 471 ; stabilisants : farine de graines de caroube, gomme guar ; denrées alimentaires colorantes : concentré de spiruline, concentré de carthame, extrait de carotte ; extrait de citron vert ; arôme naturel de vanille. 2 Bâtonnets de crème glacée à la vanille (50 %) enrobée de glace aux fruits à l'orange (50 %) : eau ; lait écrémé 22 % ; purée d'oranges 15 % ; sucre ; crème 10 % ; lactose et protéines de lait ; émulsifiant : E 471 ; stabilisants : farine de graines de caroube, gomme guar ; denrées alimentaires colorantes : concentré de carthame, concentré de patate douce, concentré de pomme ; acidifiant : acide citrique ; extrait d'orange ; arôme naturel de vanille. 2 Bâtonnets de crème glacée à la vanille (50 %) enrobée de glace aux fruits à l'abricot (50 %) : eau ; lait écrémé 22 % ; purée d'abricots 15 % ; sucre ; crème 10 % ; lactose et protéines de lait ; émulsifiant : E 471 ; stabilisants : farine de graines de caroube, gomme guar ; arôme naturel de vanille ; denrée alimentaire colorante : extrait de carotte ; antioxydant : acide ascorbique. 2 Bâtonnets de crème glacée à la vanille (50 %) enrobée de sorbet aux fruits rouges (50 %) : eau ; lait écrémé 22 % ; sucre ; crème 10 % ; purée de fraises 6,6 % ; purée de groseilles rouges 4 % ; lactose et protéines de lait ; purée de cassis 1,9 % ; purée de mûres 1,2 % ; purée de myrtilles 0,9 % ; purée de framboises 0,2 % ; émulsifiant : E 471 ; stabilisants : farine de graines de caroube, gomme guar ; arôme naturel de vanille. Traces d'arachides et de fruits à coque. Les pourcentages sont exprimés sur chaque bâtonnet."
Jafaden,"Beverages,Unsweetened beverages",1,c,5,d,43.0,100% pur jus d'orange sans pulpe pressé
Kit pour Burritos,"Cereals and potatoes,Bread",4,b,2,a,88.0,"8 galettes de blé (320 g) :  Farine de blé (66 %) ; eau ; huile de colza ; stabilisants : glycérol, E466, gomme guar ; poudres à lever : E500ii, E450i ; acidifiant: E296 ; émulsifiant: E471, dextrose ; conservateurs : E282, E202 ; sel. 2 sachets de sauce pour burritos à base de tomates et de légumes (2 x 150 g) : tomates (32%), eau, haricots rouges (10%), oignons (7,2%), vinaigre, concentré de tomates (5,4%), poivron vert (3,5 %), poivron rouge (3,5 %), amidon modifié de riz, sucre, arôme, épices, sel,extrait naturel d'ail, acidifiant : acide citrique, antioxydant : acide ascorbique."
4 nems crevettes-crabe,"Salty snacks,Appetizers",4,d,11,d,32.0,"4 Galettes de riz garnies d'une préparation à la crevette, au colin d'Alaska et à la chair de crabe(65g par pièce) : eau, farine de riz 13,5 %*, carotte, oignon réhydraté, huile de tournesol, protéines de soja, crevette 5,5 %* (crevette, eau, sel), vermicelle (amidon de pois, amidon de maïs), colin d'Alaska 2 %*, chair de crabe 1,5 %*, champignon noir, sucre, sauce poisson (poisson, sel, eau), sel, fibre végétale, poudre de crevette nordique, poivre, sucre caramélisé (sucre, eau). *Pourcentages exprimés sur le nem. 1 sachet de sauce pour nems (30g) : eau, sucre, vinaigre d'alcool, sel, nuoc-mâm 1,6%**(poisson, sel, eau), sauce soja (eau, graines de soja, sel, farine de blé).**Pourcentage exprimé sur la sauce. Traces d'oeuf, lait et arachide."
"Paëlla (poulet, moules et chorizo)","Composite foods,One-dish meals",4,b,2,e,28.0,"1 box of filling 800 g: water , bone-in cuts of chicken meat (origin: eu) 26 % , pacific mussels or mussels 8 % , carrots 10 % , peas 7,5 % , red and green peppers 3,1 % , chorizo 3 % (pork (origin: eu) , pork fat , spices , salt , dextrose , spice extracts , lactic ferments , preservatives: sodium ascorbate, e250) , onions 2,1 % ,  double concentrate of tomatoes, spice and aromatic plants,     salt, sugar, aromas (including milk and fish), extra virgin olive oil, thickeners: guar gum, carob seed flour, percentages are expressed on the filling box, 1 cup of rice 200 g, 1 sachet of seasoning 0,8 g: turmeric, sweet pepper, garlic, pepper, traces of gluten, celery, crustaceans, mustard and soy,"
Côte Table - Mini-Canapes,"Composite foods,Sandwiches",4,c,10,b,70.0,"5 SANDWiCHES DE PAIN DE MIE AUX ÉPINARDS ET DE PAIN DE MIE AUX NOIX AU FROMAGE DE CHÈVRE, À LA TOMATE ET À LA CRÈME FRAÎCHE (29%) : Garniture 68,7% : fromage de chèvre pasteurisé 26%, tomates pelées concassées au jus 15% (tomates 10%, jus de tomate 4,6%, acidifiant : acide citrique), préparation à base de tomates marinées 9,2% (tomates 6,4% (tomates séchées, concentré de tomates), huile de colza, sel, origan, sucre, ail), spécialité Laitière (eau, protéines de lait, beurre, sel), crème fraîche 3,3%, Lait demi-écrémé stérilisé, purée de tomates double concentré 2%, fromage frais, amidon modifié de pomme de terre, eau, amidon modifié de maïs, sucre, sel, poivre. Pain de mie aux épinards 15,65% : farine de blé, épinard 4,6%, sirop de sucre inverti, eau, beurre, œuf entier en poudre, levure, sel, gluten de blé. Pain de mie aux noix 15,65% : eau, préparation à base de farines (farine de seigle, farine de blé, gluten de blé, sel, levain de seigle dévitalisé, farine d'orge maltée toastée, agent de traitement de la farine : acide ascorbique), farine de blé, noix en poudre 0,6%, beurre, sucre, levure de boulangerie, poudre de Lait écrémé, sel, gluten de blé. 5 canapés au tzatziki, au saumon fumé (salmo salar) et à la ciboulette sur pain de mie au seigle (27.4%) : garniture 70.6% : tzatziki 40% (fromage frais battu, concombre 5.8%, huile colza, amidon modifié de pomme de terre, jus de citron, sel, ciboulette, aneth, ail, saumon fumé 18% (saumon atlantique, sel), beurre léger (eau, beurre, amidon modifié de maïs, amidon de pomme de terre, acidifiant : acide lactique, sel, émulsifiant : E471, conservateur : E202, colorant : caroténoïdes, arôme naturel), ciboulette 2.3%, jus de citron. Pain de mie au seigle 29.4% : eau, préparation à base de farines 9.5% (farine de seigle 4.3%, farine de blé, gluten de blé, sel, levain de seigle dévitalisé, farine d'orge maltée toastée, agent de traitement de la farine : acide ascorbique), farine de blé, beurre, sucre, levure de boulangerie, poudre le lait écrémé, sel, gluten de blé. 5 canapés au fromage au raifort, aux œufs de truite et aux graines de pavot sur pain de mie aux épinards (22.6%) : garniture 64.5% : fromage au raifort 42% (fromage frais, raifort (dont sulfites), eau, crème, sel), fromage frais, œufs de truite 7% (œufs de truite, sel), graines de pavot 1.1%. Pain de mie aux épinards 35.5% : farine de blé, épinard 10%, sirop de sucre inverti, eau, beurre, œuf entier en poudre, levure, sel, gluten de blé. 5 canapés à la mousse de canard et au chutney de mangue et abricot sur pain de mie à la figue et à la noisette (21%) : garniture 63.5% : mousse de canard au porto 49% (graisse de canard 14%, foie maigre de canard 14%, eau, foie gras de canard 4.9%, œufs entiers, porto 1.4%, poudre de lait écrémé, sel, amidon de maïs, protéines de lait, dextrose, épices, antioxydant : ascorbate de sodium, conservateur : E250), chutney de mangue, abricot 8.6% (purée de mangue 2.2%, purée d'abricot 2.2% (abricot, sucre, antioxydant : acide ascorbique), oignon, sucre, raisin sec, vinaigre de Xérès, gélifiant : carraghénanes, sel, ail, épices et plantes aromatiques (dont moutarde, céleri)), amande, noisette, pistache en poudre. Pain de mie aux figues et aux noisettes 36.5% : farine de blé, eau, préparation à base de farines, de figues et de noisettes 6.6% (farine de blé, figues 1.7%, farine de seigle, noisettes 0.8%, gluten de blé, levain de blé dévitalisé), beurre, levure, poudre de lait écrémé, sel, sucre, gluten de blé."
Pur jus d'orange,"Beverages,Unsweetened beverages",1,c,4,c,48.0,"12 cl de jus d'orange, 6 cl de jus de citron, 6 cl de jus d'ananas et 1 cl de sirop de grenadine"
Kit pour crunchy fajitas,"Composite foods,One-dish meals",4,e,20,c,49.0,"8 galettes de blé 320 g : farine de blé 65 % ; eau ; huile de colza ; stabilisants : glycérol, E466, gomme guar ; poudres à lever : E450, E500 ; acidifiant : E296 ; émulsifiant : E471 ; sel ; dextrose ; conservateurs: E202, E282.  Les pourcentages sont exprimés sur les galettes de blé.  1 sachet de sauce à base de tomates et poivrons pour Fajitas 125g : tomates 40 %, eau, oignons, concentré de tomates 6 %, sucre, poivrons verts 3 % , poivrons rouges 3 %, vinaigre d'alcool, piment Jalapeño 1,8 % , amidon modifié de maïs, huile de colza, sel, acidifiant: acide citrique, purée d'ail, cumin moulu, coriandre, feuille de coriandre, arôme, poivre noir moulu. Les pourcentages sont exprimés sur le sachet de sauce. Traces d'arachides, fruits à coque et graines de sésame.  1 sachet de chapelure assaisonnée 85 g : chapelure (farine de riz, farine de pois chiche, amidon de maïs, sel, dextrose, colorants: extrait de paprika, curcumine) ; arômes naturels ; sel ; épices (paprika, poivre noir) ; oignons; huile de colza. Les pourcentages sont exprimés sur le sachet de chapelure."
Assortiment de macarons x 12,"Sugary snacks,Biscuits and cakes",4,e,22,d,31.0,"2 MACARONS À LA VANILLE : sucre ; amandes 22 % ; blanc d'œuf pasteurisé ; beurre ; œuf entier pasteurisé ; arôme naturel de vanille ; amidon de maïs ; blanc d'œuf en poudre pasteurisé ; grains noirs issus de gousses de vanille épuisée ; acidifiant : acide citrique ; agent moussant : E1505 ; stabilisant : gomme xanthane. 2 MACARONS À LA PISTACHE, AROMATISES : sucre ; amandes 18 % ; blanc d'œuf pasteurisé ; crème ; chocolat blanc (sucre ; lait entier en poudre ; beurre de cacao ; émulsifiant : lécithines (soja) ; arôme naturel de vanille) ; huile de colza ; pistaches 2,1 % ; eau ; sucre liquide ; lait écrémé en poudre ; amidon de maïs ; blanc d'œuf en poudre pasteurisé ; colorants : curcumine, E141ii, E101ii ; arôme naturel ; gélifiant : alginate de sodium ; séquestrant : E339ii ; acidifiant : acide citrique ; agent moussant : E1505 ; stabilisants : gomme xanthane, carraghénanes ; émulsifiant : E472b. 2 MACARONS AU CAFÉ : sucre ; amandes 20 % ; blanc d'œuf pasteurisé ; crème ; amidon de maïs ; lait entier en poudre ; blanc d'œuf en poudre pasteurisé ; colorant : caramel ordinaire ; amidon modifié de maïs ; café 0,13 % ; eau ; émulsifiant : E472b ; acidifiant : acide citrique ; agent moussant : E1505 ; stabilisants : gomme xanthane, carraghénanes. 2 MACARONS À LA FRAMBOISE : sucre ; amandes 18 % ; blanc d'œuf pasteurisé ; framboises brisées 10 % ; sirop de glucose-fructose ; colorant : rouge de betterave ; amidon de maïs ; blanc d'œuf en poudre pasteurisé ; gélifiant : pectines ; acidifiant : acide citrique ; agent moussant : E1505 ; stabilisant : gomme xanthane. 2 MACARONS AU CITRON : sucre ; amandes 18 % ; blanc d'œuf pasteurisé ; pulpe de citron 11 % ; amidon de maïs ; blanc d'œuf en poudre pasteurisé ; jus de citron 0,7 % ; concentré de citron 0,5 % ; colorant : curcumine ; gélifiant : pectines ; acidifiant : acide citrique ; agent moussant : E1505 ; stabilisant : gomme xanthane ; antioxydant : acide ascorbique ; huile essentielle de citron. 2 MACARONS AU CHOCOLAT : sucre ; amandes 18 % ; blanc d'œuf pasteurisé ; crème ; chocolat 4,9 % (pâte de cacao ; sucre ; beurre de cacao ; émulsifiant : lécithines (soja)) ; chocolat noir 4,9 % (pâte de cacao ; sucre ; émulsifiant : lécithines (soja)) ; beurre ; eau ; sirop de glucose ; amidon de maïs ; extrait de malt d'orge ; blanc d'œuf en poudre pasteurisé ; colorant : rouge de betterave ; cacao maigre en poudre ; sirop de sucre inverti ; émulsifiant : E472b ; acidifiant : acide citrique ; agent moussant : E1505 ; stabilisants : gomme xanthane ; carraghénanes. Traces d'arachides, d'autres fruits à coques, de sésame et de sulfites."
Mini nems crabe x5,"Salty snacks,Appetizers",4,d,11,e,27.0,"5 mini nems crabe(20g par pièce): eau, farine de riz 16%*, vermicelle de pois réhydraté, chair hachée de colin d'Alaska 8,4%*, oignons, chair de crabe 6,9%*, carottes, protéines de soja, champignons noirs réhydratés, chair de crabe brune 2.9%*, pousses de haricots mungo, sauce soja (eau, graines de soja, sel, farine de blé), sel, huile de tournesol, persil, caramel (sucre, eau), émulsifiant: lécithines (soja), arôme naturel. * Pourcentages exprimés sur les nems. Friture: huile de tournesol. Coupelle de sauce pour nems (30g): eau, sucre, sel, vinaigre d'alcool, sauce nuoc-mâm 3.5%** (poisson, sel, eau), sauce soja (eau, graines de soja, sel, farine de blé). ** Pourcentage exprimé sur la sauce. Traces de céleri, fruits à coques, graines de sésame, lait, lupin, mollusques, moutarde et œufs."
Mini nems poulet créole x5,"Salty snacks,Appetizers",4,d,12,e,27.0,"5 mini nems poulet (20 g par pièce): eau, viande de poulet (origine: UE) 19%*, farine de riz 16%*, oignons, carottes, châtaigne d'eau, protéines de soja, noix de coco 1.7%*, huile de tournesol, sucre, sel, épices 0.93%*(curcuma, curry, gingembre, piment), amidon modifié de pomme de terre, jus de citron concentré, émulsifiant: lécithines (soja), persil. * Pourcentages exprimés sur les nems. Friture: huile de tournesol. Coupelle de sauce pour nems (30g): eau, sucre, sel, vinaigre d'alcool, sauce nuoc-mâm 3.5%** (poisson, sel, eau), sauce soja (eau, graines de soja, sel, farine de blé). ** Pourcentage exprimé sur la sauce.  Traces de céleri, crustacés, fruits à coques, graines de sésame, lait, lupin, mollusques, moutarde et œufs."
Mini nems légumes x5,"Salty snacks,Appetizers",4,d,12,e,27.0,"5 mini nems légumes (20 g par pièce):eau, farine de riz 16%*, oignons 15%*, carottes 10%*, maïs 10%*, petits pois 6%*, vermicelle de pois réhydraté, huile de tournesol, flocons de pomme de terre, protéines de soja, épices, sel, oeuf entier en poudre, caramel (sucre, eau), émulsifiant: lécithines (soja), arôme naturel. * Pourcentages exprimés sur les nems. Friture: huile de tournesol. Coupelle de sauce pour nems (30g): eau, sucre, sel, vinaigre d'alcool, sauce nuoc-mâm 3.5%** (poisson, sel, eau), sauce soja (eau, graines de soja, sel, farine de blé). ** Pourcentage exprimé sur la sauce. Traces de céleri, fruits à coques, graines de sésame, lait, lupin, mollusques, moutarde et crustacés."
Samoussas thon x4,"Salty snacks,Appetizers",4,c,6,f,-12.0,"4 samoussas thon (20 g par pièce) : eau, farine de blé 17%*, miettes de thon Albacore à l'eau 13%*, poivrons, purée de tomates double concentrée (tomates, sel, correcteur d'acidité: acide citrique), flocons de pomme de terre, oignons, coriandre, huile de tournesol, sucre, piments chipotle (piment chipotle, eau, concentré de tomates, oignons, sel, sucre, vinaigre), sel, épices et plantes aromatiques, tomates, arômes naturels, émulsifiant: lécithines (soja). * Pourcentages exprimés sur les samoussas. Friture: huile de tournesol. Coupelle de sauce aigre douce (30g): eau, sucre, vinaigre d'alcool, coulis de tomate, amidon modifié de maïs, jus de citron concentré, sel, épice, épaississant : gomme xanthane. Traces de crustacés, œufs, lait, fruits à coques, céleri, moutarde, graines de sésame, lupin et mollusques."
Kit pour burritos,"Composite foods,Sandwiches",4,d,12,e,16.0,"8 galettes de blé 320g : farine de BLÉ 67 %, eau, huile de colza, stabilisant: glycérol ; dextrose, acidifiant: E296; poudre à lever: E500; sel, extrait de riz, conservateur: E282. Les pourcentages sont exprimés sur les tortillas de blé. 1 sachet de sauce à base de tomates et légumes goût oignon et ail pour burritos 150g : tomates 32 %, eau, oignons 7,3 %, vinaigre d'alcool, haricots rouges kidney 5,7 %, double concentré de tomate 5 %, haricots kidney 4,8 %, poivron vert 3,5 %, poivron rouge 3,5 %, amidon modifié de riz, sucre, arômes, épices, sel, acidifiant: acide citrique; antioxydant: acide ascorbique. Les pourcentages sont exprimés sur le sachet de sauce. 1 sachet d'assaisonnement pour Burritos 40g : amidon de pomme de terre, sucre, oignon, épices, protéines végétales hydrolysées de BLE, sirop de glucose, sel, extrait de levure, poudre de citron, origan, huile de colza, antiagglomérant: E341, extrait de paprika, arôme naturel. Les pourcentages sont exprimés sur le sachet d'assaisonnement."
4 nems à la crevette et au crabe,"Salty snacks,Appetizers",4,d,11,e,27.0,"4 rice patties topped with shrimp, alaskan hake and crab meat (60 g per piece): water, rice flour 15%, carrot, rehydrated onion, soy protein, sunflower oil, shrimp 5,5% (shrimp, water, salt), vermicelli (pea starch, corn starch), alaskan hake 2%, crab meat 1,9%, black mushroom, sugar, fish sauce (fish sauce , salt, water), salt, bamboo fibre, caramelized sugar (sugar,  water), northern shrimp powder 0,1%, pepper, percentages expressed on the nem, 1 packet of nems sauce (40 g): water, sugar, alcohol vinegar, salt, nuoc-mâm 1,6% (fish, salt, water), soy sauce (water, soybeans, salt, wheat flour), percentage expressed on sauce, peanut traces, milk and eggs,"
Smicy party,,4,c,4,b,74.0,"2 spirales : eau ; sucre ; jus d'orange à base de concentré 13 % ; jus d'ananas à base de concentré 2,2 % ; purée de fraise 2 % ; jus de pomme à base de concentré ; jus de citron à base de concentré 1,1 % ; acidifiant : acide citrique ; stabilisant : gomme guar ; arômes naturels ; arômes naturels d'orange avec autres arômes naturels ; colorants : caroténoïdes, E101 ; denrées alimentaires colorantes : concentré de spiruline et carthame, jus concentré de betterave ; antioxydant : acide ascorbique ; arôme naturel de citron vert ; arôme naturel de citron avec autres arômes naturels ; arôme naturel de citron. Traces de gluten. 2 tub saveur cola : eau, sucre, jus de citron à base de concentré, extrait de malt d'orge, arômes naturels, acidifiant : acide citrique, stabilisant : gomme guar. 2 fusées : eau ; sucre ; jus de citron à base de concentré 1,7 % ; jus d'orange à base de concentré 0,8 % ; acidifiant : acide citrique ; jus de framboise à base de concentré 0,3 % ; arômes naturels d'orange avec autres arômes naturels ; stabilisant : gomme guar ; arôme naturel de citron vert ; arômes naturels de citron avec autres arômes naturels ; arômes naturels ; denrée alimentaire colorante : jus concentré de betterave ; colorants : caroténoïdes, E101 ; arôme naturel de framboise avec autres arômes naturels. Traces de gluten. 2 duo lolly : eau ; sucre ; purée de pêche à base de purée concentrée 2 % ; jus de cassis à base de concentré 0,9 % ; acidifiant : acide citrique ; stabilisant : gomme guar ; arôme naturel de cassis avec autres arômes naturels ; arôme naturel ; colorants : caroténoïdes, anthocyanes ; denrée alimentaire colorante : jus concentré de betterave. Traces de gluten. 2 bâtonnets magic : eau ; sucre ; jus d'ananas à base de concentré 7,5 % ; purée de fraise 5,2 % ; jus d'orange à base de concentré 3 % ; jus de framboise à base de concentré 1,4 % ; jus de citron à base de concentré 1,4 % ; jus de pomme à base de concentré ; acidifiant : acide citrique ; arômes naturels ; stabilisant : gomme guar ; denrées alimentaires colorantes : concentré de spiruline et carthame, jus concentré de betterave ; arôme naturel de fraise ; arôme naturel de citron ; colorants : caroténoïdes, E101 ; arômes naturels d'orange avec autres arômes naturels ; arôme naturel de framboise. Traces de gluten. Les pourcentages sont exprimés sur chaque glace à l'eau."
